Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Clase Real;Clase Predicha;Resultado Inferencia;bool
10,04;-0,08;2,5;-0,14;0,11;0,46;27,29;Mov00;Mov00;0,9023;VERDADERO
9,45;-0,38;1,95;-0,11;0,11;0,39;27,31;Mov00;Mov00;0,9023;VERDADERO
9,38;-0,44;2,01;-0,12;0,13;0,37;27,31;Mov00;Mov00;0,9023;VERDADERO
9,31;-0,47;1,98;-0,12;0,14;0,35;27,31;Mov00;Mov00;0,9023;VERDADERO
9,21;-0,65;2,08;-0,11;0,17;0,27;27,32;Mov00;Mov00;0,9023;VERDADERO
9,16;-0,61;2,07;-0,11;0,17;0,25;27,32;Mov00;Mov00;0,9023;VERDADERO
9,18;-0,59;2,1;-0,11;0,17;0,22;27,32;Mov00;Mov00;0,9883;VERDADERO
9,54;-0,49;1,9;-0,11;0,16;0,13;27,32;Mov00;Mov00;0,9883;VERDADERO
9,53;-0,49;1,91;-0,11;0,16;0,11;27,31;Mov00;Mov00;0,9883;VERDADERO
9,56;-0,48;1,89;-0,1;0,16;0,1;27,31;Mov00;Mov00;0,9883;VERDADERO
9,6;-0,54;2,01;-0,04;0,17;0,03;27,3;Mov00;Mov00;0,9883;VERDADERO
9,63;-0,52;2,06;-0,02;0,17;0,01;27,3;Mov00;Mov00;1;VERDADERO
9,65;-0,49;2,12;0;0,16;-0,01;27,3;Mov00;Mov00;1;VERDADERO
9,79;-0,26;2,37;-0,01;0,08;-0,07;27,31;Mov00;Mov00;1;VERDADERO
9,81;-0,26;2,38;-0,02;0,07;-0,08;27,29;Mov00;Mov00;1;VERDADERO
9,82;-0,27;2,39;-0,03;0,06;-0,08;27,29;Mov00;Mov00;1;VERDADERO
9,94;-0,15;2,18;-0,1;-0,02;-0,1;27,31;Mov00;Mov00;1;VERDADERO
9,94;-0,11;2,15;-0,1;-0,01;-0,1;27,3;Mov00;Mov00;1;VERDADERO
9,98;-0,11;2,12;-0,1;-0,01;-0,1;27,31;Mov00;Mov00;1;VERDADERO
9,94;-0,12;2,1;-0,1;0,01;-0,1;27,3;Mov00;Mov00;1;VERDADERO
9,91;-0,11;2,06;-0,1;0,02;-0,1;27,31;Mov00;Mov00;1;VERDADERO
9,86;-0,09;2,08;-0,1;0,02;-0,11;27,31;Mov00;Mov00;0,9961;VERDADERO
9,84;-0,01;2,02;-0,09;0,06;-0,14;27,31;Mov00;Mov00;0,9961;VERDADERO
9,89;-0,02;2,01;-0,09;0,07;-0,12;27,3;Mov00;Mov00;0,9961;VERDADERO
9,95;-0,04;2,03;-0,09;0,09;-0,12;27,32;Mov00;Mov00;0,9961;VERDADERO
9,92;0,06;2,19;-0,09;0,13;-0,1;27,3;Mov00;Mov00;0,9961;VERDADERO
9,91;0,07;2,24;-0,08;0,13;-0,1;27,31;Mov00;Mov02;0,7539;FALSO
9,89;0,11;2,25;-0,08;0,13;-0,09;27,31;Mov00;Mov02;0,7539;FALSO
9,9;0,11;2,45;-0,07;0,09;-0,07;27,3;Mov00;Mov02;0,7539;FALSO
9,93;0,13;2,41;-0,07;0,08;-0,08;27,29;Mov00;Mov02;0,7539;FALSO
9,95;0,14;2,36;-0,07;0,08;-0,09;27,31;Mov00;Mov02;0,7539;FALSO
9,92;0,13;2,48;-0,02;0,07;-0,08;27,32;Mov00;Mov00;0,9023;VERDADERO
9,9;0,15;2,45;-0,02;0,06;-0,08;27,32;Mov00;Mov00;0,9023;VERDADERO
9,88;0,16;2,43;-0,02;0,05;-0,07;27,3;Mov00;Mov00;0,9023;VERDADERO
9,92;0,14;2,39;0;0,02;-0,06;27,3;Mov00;Mov00;0,9023;VERDADERO
9,92;0,16;2,35;0,01;0,01;-0,05;27,29;Mov00;Mov00;0,9023;VERDADERO
9,95;0,13;2,31;0,02;0,02;-0,03;27,3;Mov00;Mov00;0,9023;VERDADERO
9,93;0,1;2,36;0,05;0,08;0,04;27,32;Mov00;Mov00;0,9023;VERDADERO
9,89;0,08;2,36;0,05;0,09;0,04;27,3;Mov00;Mov00;0,9023;VERDADERO
9,85;0,08;2,4;0,05;0,09;0,05;27,31;Mov00;Mov00;0,9023;VERDADERO
9,84;0,06;2,43;0,06;0,09;0,07;27,29;Mov00;Mov00;0,9023;VERDADERO
9,85;0,06;2,43;0,07;0,09;0,07;27,29;Mov00;Mov03;0,8663;FALSO
9,85;0,07;2,43;0,09;0,08;0,08;27,3;Mov00;Mov03;0,8909;FALSO
9,98;0,23;2,53;0,12;0,09;0,1;27,31;Mov00;Mov03;0,8842;FALSO
9,99;0,26;2,53;0,12;0,1;0,11;27,31;Mov00;Mov03;0,8397;FALSO
10;0,27;2,52;0,12;0,1;0,12;27,32;Mov00;Mov03;0,8883;FALSO
9,97;0,24;2,58;0,16;0,1;0,18;27,32;Mov00;Mov00;0,9883;VERDADERO
9,95;0,23;2,58;0,17;0,1;0,19;27,32;Mov00;Mov00;0,9883;VERDADERO
9,95;0,22;2,61;0,18;0,1;0,2;27,31;Mov00;Mov00;0,9883;VERDADERO
9,87;0,16;2,64;0,18;0,09;0,23;27,32;Mov00;Mov00;0,9883;VERDADERO
9,85;0,12;2,62;0,19;0,09;0,23;27,32;Mov00;Mov00;0,9883;VERDADERO
9,85;0,08;2,62;0,2;0,09;0,24;27,32;Mov00;Mov00;1;VERDADERO
9,72;-0,05;2,81;0,2;0,09;0,23;27,32;Mov00;Mov00;1;VERDADERO
9,72;-0,04;2,85;0,19;0,09;0,23;27,32;Mov00;Mov00;1;VERDADERO
9,7;-0,04;2,89;0,18;0,09;0,22;27,32;Mov00;Mov00;1;VERDADERO
9,65;-0,1;2,95;0,15;0,07;0,19;27,32;Mov00;Mov00;1;VERDADERO
9,63;-0,11;2,9;0,14;0,06;0,18;27,32;Mov00;Mov00;1;VERDADERO
9,64;-0,13;2,92;0,13;0,06;0,18;27,32;Mov00;Mov00;1;VERDADERO
9,69;-0,21;2,91;0,1;0,05;0,19;27,32;Mov00;Mov00;1;VERDADERO
9,67;-0,22;2,94;0,1;0,04;0,19;27,31;Mov00;Mov00;1;VERDADERO
9,65;-0,23;2,94;0,1;0,04;0,19;27,3;Mov00;Mov00;1;VERDADERO
9,68;-0,23;2,93;0,07;0;0,17;27,31;Mov00;Mov00;1;VERDADERO
9,68;-0,25;2,93;0,06;0;0,17;27,32;Mov00;Mov00;1;VERDADERO
9,65;-0,27;2,92;0,06;0;0,17;27,32;Mov00;Mov00;1;VERDADERO
9,59;-0,29;2,92;0,05;-0,01;0,14;27,32;Mov00;Mov00;1;VERDADERO
9,6;-0,27;2,9;0,04;-0,02;0,14;27,32;Mov00;Mov00;1;VERDADERO
9,64;-0,28;2,91;0,03;-0,03;0,13;27,31;Mov00;Mov00;1;VERDADERO
9,67;-0,34;2,83;0;-0,02;0,08;27,31;Mov00;Mov00;1;VERDADERO
9,66;-0,32;2,82;-0,01;-0,02;0,07;27,3;Mov00;Mov00;1;VERDADERO
9,65;-0,32;2,85;-0,01;-0,02;0,07;27,31;Mov00;Mov00;1;VERDADERO
9,66;-0,37;2,8;-0,04;-0,03;0,05;27,3;Mov00;Mov00;1;VERDADERO
9,65;-0,42;2,75;-0,04;-0,03;0,05;27,31;Mov00;Mov00;1;VERDADERO
9,67;-0,42;2,74;-0,05;-0,03;0,05;27,32;Mov00;Mov00;1;VERDADERO
9,64;-0,5;2,69;-0,05;-0,03;0,04;27,32;Mov00;Mov00;1;VERDADERO
9,62;-0,53;2,64;-0,04;-0,03;0,03;27,33;Mov00;Mov00;1;VERDADERO
9,63;-0,56;2,62;-0,04;-0,02;0,03;27,34;Mov00;Mov00;1;VERDADERO
9,59;-0,51;2,73;0,01;-0,04;0,01;27,3;Mov00;Mov00;1;VERDADERO
9,59;-0,52;2,72;0;-0,04;0,01;27,31;Mov00;Mov00;1;VERDADERO
9,57;-0,54;2,69;-0,01;-0,04;0;27,32;Mov00;Mov00;1;VERDADERO
9,5;-0,59;2,61;-0,03;-0,03;-0,01;27,33;Mov00;Mov00;1;VERDADERO
9,5;-0,59;2,62;-0,04;-0,01;-0,02;27,32;Mov00;Mov00;1;VERDADERO
9,51;-0,58;2,65;-0,05;-0,01;-0,04;27,31;Mov00;Mov00;1;VERDADERO
9,55;-0,57;2,71;-0,06;-0,01;-0,09;27,33;Mov00;Mov00;1;VERDADERO
9,57;-0,58;2,73;-0,06;-0,02;-0,09;27,33;Mov00;Mov00;1;VERDADERO
9,59;-0,56;2,73;-0,05;-0,02;-0,09;27,32;Mov00;Mov00;1;VERDADERO
9,55;-0,54;2,68;-0,04;-0,03;-0,09;27,31;Mov00;Mov00;1;VERDADERO
9,58;-0,52;2,67;-0,04;-0,03;-0,09;27,32;Mov00;Mov00;1;VERDADERO
9,58;-0,53;2,67;-0,03;-0,04;-0,09;27,33;Mov00;Mov00;1;VERDADERO
9,58;-0,46;2,66;-0,01;-0,04;-0,13;27,31;Mov00;Mov00;1;VERDADERO
9,59;-0,45;2,66;-0,01;-0,04;-0,13;27,32;Mov00;Mov00;1;VERDADERO
9,6;-0,43;2,64;-0,01;-0,04;-0,13;27,32;Mov00;Mov00;1;VERDADERO
9,6;-0,3;2,66;-0,01;0;-0,13;27,3;Mov00;Mov00;1;VERDADERO
9,61;-0,3;2,7;-0,01;-0,01;-0,14;27,31;Mov00;Mov00;1;VERDADERO
9,59;-0,3;2,71;-0,01;-0,01;-0,14;27,31;Mov00;Mov00;1;VERDADERO
9,67;-0,27;2,7;0;-0,03;-0,14;27,32;Mov00;Mov00;1;VERDADERO
9,7;-0,25;2,7;0;-0,04;-0,14;27,32;Mov00;Mov00;1;VERDADERO
9,75;-0,21;2,69;0,01;-0,04;-0,14;27,33;Mov00;Mov00;1;VERDADERO
9,83;-0,01;2,69;-0,01;-0,02;-0,16;27,32;Mov00;Mov00;1;VERDADERO
9,84;0,01;2,7;-0,01;-0,02;-0,16;27,33;Mov00;Mov00;1;VERDADERO
9,85;0,03;2,7;-0,01;-0,02;-0,16;27,33;Mov00;Mov00;1;VERDADERO
9,88;0,05;2,73;-0,01;-0,03;-0,16;27,32;Mov00;Mov00;1;VERDADERO
9,89;0,09;2,72;-0,01;-0,03;-0,17;27,34;Mov00;Mov00;1;VERDADERO
9,91;0,09;2,72;-0,01;-0,04;-0,16;27,34;Mov00;Mov00;1;VERDADERO
9,97;0,18;2,71;-0,01;-0,05;-0,14;27,33;Mov00;Mov00;1;VERDADERO
9,99;0,2;2,69;-0,01;-0,05;-0,13;27,33;Mov00;Mov00;1;VERDADERO
9,99;0,23;2,69;-0,01;-0,06;-0,12;27,32;Mov00;Mov00;1;VERDADERO
9,99;0,11;2,66;0,02;-0,06;-0,03;27,31;Mov00;Mov00;1;VERDADERO
9,97;0,11;2,69;0,03;-0,07;-0,03;27,32;Mov00;Mov00;1;VERDADERO
9,97;0,1;2,65;0,03;-0,07;-0,02;27,33;Mov00;Mov00;1;VERDADERO
9,98;0,11;2,62;0,04;-0,05;0,02;27,33;Mov00;Mov00;1;VERDADERO
9,98;0,09;2,64;0,04;-0,03;0,03;27,34;Mov00;Mov00;0,9883;VERDADERO
9,96;0,08;2,62;0,04;-0,02;0,04;27,33;Mov00;Mov00;0,9883;VERDADERO
9,63;-0,13;2,75;0;-0,03;0,01;27,32;Mov00;Mov00;0,9883;VERDADERO
9,65;-0,15;2,72;0;-0,03;0,01;27,33;Mov00;Mov00;0,9883;VERDADERO
9,65;-0,18;2,67;0;-0,04;0;27,32;Mov00;Mov00;0,9883;VERDADERO
9,69;-0,15;2,64;0,01;-0,04;0,01;27,34;Mov00;Mov00;0,9883;VERDADERO
9,71;-0,16;2,64;0,01;-0,04;0,01;27,33;Mov00;Mov00;0,9648;VERDADERO
9,71;-0,18;2,65;0,01;-0,04;0,02;27,32;Mov00;Mov00;0,9648;VERDADERO
9,61;-0,32;2,57;-0,04;-0,02;0,01;27,32;Mov00;Mov00;0,9648;VERDADERO
9,62;-0,32;2,57;-0,05;-0,02;0;27,33;Mov00;Mov00;0,9648;VERDADERO
9,61;-0,33;2,57;-0,06;-0,01;-0,01;27,33;Mov00;Mov00;0,9023;VERDADERO
9,57;-0,34;2,5;-0,1;0,01;-0,03;27,33;Mov00;Mov00;0,9023;VERDADERO
9,55;-0,35;2,51;-0,1;0,02;-0,04;27,33;Mov00;Mov00;0,9023;VERDADERO
9,53;-0,36;2,53;-0,1;0,01;-0,04;27,33;Mov00;Mov00;0,9023;VERDADERO
9,49;-0,4;2,57;-0,09;-0,01;-0,04;27,35;Mov00;Mov00;0,9023;VERDADERO
9,49;-0,41;2,57;-0,09;-0,01;-0,04;27,35;Mov00;Mov00;0,9961;VERDADERO
9,49;-0,39;2,59;-0,08;-0,02;-0,04;27,33;Mov00;Mov00;0,9961;VERDADERO
9,55;-0,34;2,58;-0,07;-0,02;-0,05;27,32;Mov00;Mov00;0,9961;VERDADERO
9,53;-0,35;2,58;-0,07;-0,01;-0,06;27,34;Mov00;Mov00;0,9961;VERDADERO
9,52;-0,36;2,59;-0,08;-0,01;-0,07;27,35;Mov00;Mov00;0,9961;VERDADERO
9,54;-0,33;2,56;-0,1;-0,01;-0,11;27,33;Mov00;Mov00;0,9961;VERDADERO
9,53;-0,31;2,55;-0,1;-0,01;-0,13;27,33;Mov00;Mov00;0,9648;VERDADERO
9,54;-0,29;2,54;-0,1;-0,01;-0,14;27,34;Mov00;Mov00;0,9648;VERDADERO
9,68;-0,13;2,57;-0,12;0,05;-0,19;27,35;Mov00;Mov00;0,9648;VERDADERO
9,68;-0,11;2,58;-0,12;0,06;-0,19;27,35;Mov00;Mov00;0,9648;VERDADERO
9,7;-0,09;2,6;-0,13;0,07;-0,19;27,36;Mov00;Mov00;0,9961;VERDADERO
9,71;0,16;2,72;-0,14;0,08;-0,16;27,34;Mov00;Mov00;0,9961;VERDADERO
9,74;0,17;2,71;-0,14;0,08;-0,16;27,34;Mov00;Mov00;0,9961;VERDADERO
9,76;0,16;2,75;-0,13;0,07;-0,15;27,34;Mov00;Mov00;0,9961;VERDADERO
9,77;0,13;2,73;-0,12;0,06;-0,13;27,34;Mov00;Mov00;0,9961;VERDADERO
9,79;0,11;2,72;-0,12;0,06;-0,12;27,34;Mov00;Mov00;0,9961;VERDADERO
9,79;0,14;2,73;-0,11;0,06;-0,12;27,34;Mov00;Mov00;1;VERDADERO
9,86;0,28;2,82;-0,1;0,04;-0,12;27,35;Mov00;Mov00;1;VERDADERO
9,86;0,28;2,86;-0,11;0,04;-0,12;27,35;Mov00;Mov00;1;VERDADERO
9,87;0,31;2,88;-0,11;0,03;-0,12;27,35;Mov00;Mov00;1;VERDADERO
9,87;0,3;2,89;-0,12;0,02;-0,12;27,32;Mov00;Mov00;1;VERDADERO
9,87;0,32;2,9;-0,12;0;-0,12;27,34;Mov00;Mov00;1;VERDADERO
9,87;0,34;2,88;-0,13;0;-0,12;27,35;Mov00;Mov00;1;VERDADERO
9,99;0,37;2,77;-0,14;-0,01;-0,07;27,37;Mov00;Mov00;1;VERDADERO
10,01;0,38;2,78;-0,15;0;-0,06;27,35;Mov00;Mov00;1;VERDADERO
9,99;0,39;2,78;-0,15;0;-0,05;27,34;Mov00;Mov00;1;VERDADERO
9,94;0,33;2,84;-0,16;-0,01;-0,01;27,33;Mov00;Mov00;1;VERDADERO
9,93;0,31;2,83;-0,15;-0,01;-0,01;27,33;Mov00;Mov00;1;VERDADERO
9,91;0,28;2,83;-0,15;-0,02;-0,01;27,33;Mov00;Mov00;1;VERDADERO
9,85;0,36;2,79;-0,13;-0,04;0;27,34;Mov00;Mov00;1;VERDADERO
9,84;0,38;2,77;-0,13;-0,04;0;27,33;Mov00;Mov00;1;VERDADERO
9,86;0,36;2,74;-0,13;-0,05;0,01;27,33;Mov00;Mov00;1;VERDADERO
9,85;0,17;2,68;-0,09;-0,07;0,06;27,36;Mov00;Mov00;1;VERDADERO
9,85;0,12;2,67;-0,09;-0,08;0,06;27,37;Mov00;Mov00;1;VERDADERO
9,83;0,08;2,64;-0,08;-0,08;0,06;27,35;Mov00;Mov00;1;VERDADERO
9,73;-0,02;2,6;-0,06;-0,09;0,07;27,34;Mov00;Mov00;1;VERDADERO
9,73;-0,05;2,61;-0,05;-0,09;0,07;27,35;Mov00;Mov00;1;VERDADERO
9,72;-0,06;2,59;-0,04;-0,1;0,07;27,35;Mov00;Mov00;1;VERDADERO
9,66;-0,18;2,54;-0,04;-0,08;0,06;27,36;Mov00;Mov00;1;VERDADERO
9,67;-0,17;2,55;-0,04;-0,08;0,06;27,35;Mov00;Mov00;1;VERDADERO
9,67;-0,18;2,54;-0,04;-0,07;0,06;27,35;Mov00;Mov00;1;VERDADERO
9,67;-0,16;2,68;-0,05;-0,02;0,04;27,36;Mov00;Mov00;1;VERDADERO
9,67;-0,15;2,69;-0,05;-0,02;0,04;27,37;Mov00;Mov00;1;VERDADERO
9,65;-0,13;2,7;-0,06;-0,01;0,03;27,37;Mov00;Mov00;1;VERDADERO
9,61;-0,1;2,75;-0,07;-0,02;0,03;27,36;Mov00;Mov00;1;VERDADERO
9,63;-0,11;2,73;-0,07;-0,02;0,03;27,37;Mov00;Mov00;1;VERDADERO
9,63;-0,13;2,74;-0,07;-0,02;0,02;27,35;Mov00;Mov00;1;VERDADERO
9,7;-0,06;2,68;-0,07;0;0;27,35;Mov00;Mov00;1;VERDADERO
9,7;-0,07;2,71;-0,07;0,01;0;27,35;Mov00;Mov00;1;VERDADERO
9,73;-0,1;2,72;-0,08;0,01;0;27,34;Mov00;Mov00;1;VERDADERO
9,71;-0,05;2,79;-0,08;0,02;-0,01;27,35;Mov00;Mov00;1;VERDADERO
9,72;-0,06;2,76;-0,09;0,02;-0,01;27,34;Mov00;Mov00;1;VERDADERO
9,74;-0,07;2,77;-0,09;0,02;-0,02;27,36;Mov00;Mov00;1;VERDADERO
9,74;-0,09;2,74;-0,11;0,02;-0,01;27,33;Mov00;Mov00;1;VERDADERO
9,73;-0,11;2,75;-0,11;0,02;-0,01;27,33;Mov00;Mov00;1;VERDADERO
9,71;-0,09;2,76;-0,11;0,02;-0,01;27,34;Mov00;Mov00;1;VERDADERO
9,71;-0,16;2,7;-0,09;-0,05;-0,02;27,34;Mov00;Mov00;1;VERDADERO
9,74;-0,14;2,66;-0,09;-0,06;-0,02;27,34;Mov00;Mov00;1;VERDADERO
9,77;-0,14;2,65;-0,08;-0,07;-0,02;27,33;Mov00;Mov00;1;VERDADERO
9,77;-0,1;2,57;-0,09;-0,08;-0,03;27,35;Mov00;Mov00;1;VERDADERO
9,79;-0,09;2,54;-0,09;-0,09;-0,03;27,34;Mov00;Mov00;1;VERDADERO
9,81;-0,09;2,48;-0,09;-0,09;-0,04;27,35;Mov00;Mov00;1;VERDADERO
9,86;-0,08;2,35;-0,09;-0,04;-0,03;27,35;Mov00;Mov00;1;VERDADERO
9,84;-0,08;2,39;-0,08;-0,03;-0,03;27,35;Mov00;Mov00;1;VERDADERO
9,83;-0,09;2,41;-0,08;-0,03;-0,03;27,36;Mov00;Mov00;1;VERDADERO
9,74;-0,08;2,49;-0,05;-0,03;-0,04;27,36;Mov00;Mov00;1;VERDADERO
9,72;-0,1;2,49;-0,04;-0,05;-0,04;27,35;Mov00;Mov00;0,9883;VERDADERO
9,74;-0,08;2,48;-0,04;-0,05;-0,04;27,35;Mov00;Mov00;0,9883;VERDADERO
9,87;0,01;2,5;0,01;-0,06;-0,02;27,36;Mov00;Mov00;0,9883;VERDADERO
9,88;0;2,52;0,02;-0,05;-0,01;27,36;Mov00;Mov00;0,9883;VERDADERO
9,87;0;2,54;0,02;-0,05;-0,01;27,35;Mov00;Mov00;0,9961;VERDADERO
9,85;0,06;2,7;0,02;-0,05;0,01;27,33;Mov00;Mov00;0,9961;VERDADERO
9,87;0,05;2,7;0,02;-0,05;0,01;27,33;Mov00;Mov00;0,9961;VERDADERO
9,87;0,05;2,69;0,01;-0,05;0,01;27,33;Mov00;Mov00;0,9961;VERDADERO
9,88;0,02;2,69;0,01;-0,06;0,01;27,36;Mov00;Mov00;0,9961;VERDADERO
9,88;0,03;2,68;0,01;-0,06;0,01;27,36;Mov00;Mov00;0,9961;VERDADERO
9,89;0,03;2,68;0,01;-0,06;0,01;27,36;Mov00;Mov00;0,9961;VERDADERO
9,9;0,06;2,62;0;-0,08;0,02;27,36;Mov00;Mov00;0,9961;VERDADERO
9,89;0,05;2,6;0;-0,08;0,02;27,36;Mov00;Mov00;0,9961;VERDADERO
9,9;0,02;2,58;0;-0,08;0,02;27,35;Mov00;Mov00;0,9961;VERDADERO
9,87;-0,04;2,53;-0,01;-0,09;0,03;27,35;Mov00;Mov00;0,9648;VERDADERO
9,86;-0,04;2,47;-0,01;-0,09;0,03;27,36;Mov00;Mov00;0,9648;VERDADERO
9,84;-0,04;2,46;-0,01;-0,09;0,03;27,35;Mov00;Mov00;0,9648;VERDADERO
9,83;-0,15;2,26;-0,02;-0,07;0,04;27,35;Mov00;Mov00;0,9648;VERDADERO
9,83;-0,14;2,23;-0,02;-0,07;0,04;27,35;Mov00;Mov00;0,9648;VERDADERO
9,82;-0,18;2,22;-0,02;-0,06;0,04;27,34;Mov00;Mov02;0,7539;FALSO
9,67;-0,37;2,24;-0,03;0;0,03;27,34;Mov00;Mov02;0,7539;FALSO
9,65;-0,4;2,25;-0,03;0;0,03;27,34;Mov00;Mov02;0,7539;FALSO
9,62;-0,42;2,29;-0,03;0;0,02;27,36;Mov00;Mov02;0,7539;FALSO
9,57;-0,46;2,3;-0,02;-0,01;-0,01;27,34;Mov00;Mov02;0,7539;FALSO
9,57;-0,45;2,3;-0,02;-0,02;-0,01;27,34;Mov00;Mov02;0,7539;FALSO
9,56;-0,46;2,3;-0,02;-0,02;-0,02;27,35;Mov00;Mov02;0,7539;FALSO
9,56;-0,45;2,29;-0,02;-0,01;-0,06;27,36;Mov00;Mov02;0,7539;FALSO
9,54;-0,41;2,3;-0,02;-0,01;-0,07;27,36;Mov00;Mov02;0,7539;FALSO
9,55;-0,41;2,29;-0,02;-0,01;-0,08;27,36;Mov00;Mov02;0,7539;FALSO
9,59;-0,39;2,3;-0,01;0;-0,09;27,36;Mov00;Mov00;0,9023;VERDADERO
9,6;-0,36;2,33;0;0;-0,11;27,37;Mov00;Mov00;0,9023;VERDADERO
9,62;-0,32;2,37;0;0,01;-0,11;27,36;Mov00;Mov00;0,9023;VERDADERO
9,64;-0,22;2,51;0,05;0,01;-0,11;27,36;Mov00;Mov00;0,9023;VERDADERO
9,59;-0,18;2,51;0,05;0,01;-0,12;27,36;Mov00;Mov00;0,9023;VERDADERO
9,6;-0,14;2,53;0,04;0,02;-0,12;27,36;Mov00;Mov00;0,9023;VERDADERO
9,76;-0,01;2,66;-0,01;0,07;-0,11;27,34;Mov00;Mov02;0,7529;FALSO
9,74;0,02;2,68;-0,01;0,07;-0,12;27,33;Mov00;Mov02;0,7529;FALSO
9,73;0,03;2,71;-0,02;0,08;-0,12;27,35;Mov00;Mov02;0,7529;FALSO
9,73;0;2,76;-0,04;0,07;-0,13;27,37;Mov00;Mov02;0,7529;FALSO
9,74;0,01;2,77;-0,04;0,06;-0,14;27,37;Mov00;Mov02;0,7529;FALSO
9,76;0,01;2,81;-0,04;0,06;-0,14;27,36;Mov00;Mov00;0,9023;VERDADERO
9,92;0,18;2,8;0;0;-0,12;27,35;Mov00;Mov00;0,9023;VERDADERO
9,94;0,21;2,81;0;0;-0,12;27,36;Mov00;Mov00;0,9023;VERDADERO
9,96;0,26;2,8;0,01;0;-0,12;27,37;Mov00;Mov00;0,9023;VERDADERO
10,04;0,32;2,79;0;0;-0,1;27,36;Mov00;Mov00;0,8984;VERDADERO
10,06;0,36;2,8;-0,01;0;-0,09;27,35;Mov00;Mov00;0,8984;VERDADERO
10,04;0,37;2,78;-0,02;0;-0,09;27,36;Mov00;Mov00;0,8984;VERDADERO
10,05;0,46;2,76;-0,02;-0,02;-0,05;27,37;Mov00;Mov00;0,8984;VERDADERO
10,04;0,44;2,76;-0,02;-0,02;-0,04;27,37;Mov00;Mov00;0,8984;VERDADERO
10,03;0,43;2,75;-0,02;-0,03;-0,04;27,37;Mov00;Mov00;0,9023;VERDADERO
10,04;0,4;2,6;0;-0,08;0;27,38;Mov00;Mov00;0,9023;VERDADERO
10,03;0,39;2,6;0;-0,09;0;27,38;Mov00;Mov00;0,9023;VERDADERO
10,04;0,37;2,58;0,01;-0,09;0;27,37;Mov00;Mov00;0,9023;VERDADERO
10,04;0,4;2,53;0,01;-0,11;0,01;27,36;Mov00;Mov00;0,9023;VERDADERO
10,04;0,36;2,5;0;-0,11;0,01;27,36;Mov00;Mov00;0,9023;VERDADERO
10,05;0,33;2,46;0;-0,11;0,02;27,37;Mov00;Mov00;0,9023;VERDADERO
9,94;0,16;2,39;-0,03;-0,05;0,05;27,38;Mov00;Mov00;0,9023;VERDADERO
9,91;0,14;2,4;-0,03;-0,04;0,06;27,38;Mov00;Mov00;0,9023;VERDADERO
9,9;0,11;2,4;-0,04;-0,04;0,06;27,38;Mov00;Mov00;0,9023;VERDADERO
9,85;0,04;2,42;-0,05;-0,03;0,05;27,37;Mov00;Mov00;0,9023;VERDADERO
9,81;0,03;2,4;-0,05;-0,04;0,05;27,37;Mov00;Mov00;0,9023;VERDADERO
9,82;0,01;2,39;-0,06;-0,04;0,05;27,38;Mov00;Mov00;0,9023;VERDADERO
9,69;-0,11;2,3;-0,06;-0,04;0,04;27,37;Mov00;Mov00;0,9023;VERDADERO
9,7;-0,13;2,3;-0,06;-0,04;0,04;27,37;Mov00;Mov00;0,9023;VERDADERO
9,69;-0,12;2,28;-0,06;-0,04;0,03;27,37;Mov00;Mov03;0,4961;FALSO
9,69;-0,14;2,28;-0,06;-0,01;0,01;27,37;Mov00;Mov00;0,7633;VERDADERO
9,73;-0,15;2,28;-0,06;-0,01;0,01;27,36;Mov00;Mov00;0,7794;VERDADERO
9,73;-0,15;2,27;-0,06;-0,01;0,01;27,36;Mov00;Mov00;0,7568;VERDADERO
9,74;-0,15;2,28;-0,05;0;0,01;27,38;Mov00;Mov00;0,7988;VERDADERO
9,75;-0,13;2,28;-0,05;0,01;0;27,4;Mov00;Mov00;0,8083;VERDADERO
9,74;-0,1;2,32;-0,04;0,01;0;27,39;Mov00;Mov02;0,7461;FALSO
9,72;-0,1;2,41;-0,04;0,01;-0,01;27,39;Mov00;Mov02;0,7461;FALSO
9,73;-0,09;2,42;-0,03;0,01;-0,02;27,39;Mov00;Mov02;0,7461;FALSO
9,73;-0,08;2,42;-0,03;0,01;-0,02;27,38;Mov00;Mov02;0,7461;FALSO
9,74;-0,06;2,43;-0,04;0;-0,03;27,37;Mov00;Mov02;0,7461;FALSO
9,75;-0,06;2,42;-0,04;0;-0,04;27,38;Mov00;Mov02;0,7461;FALSO
9,74;-0,07;2,41;-0,04;0;-0,04;27,39;Mov00;Mov02;0,7461;FALSO
9,8;-0,02;2,43;-0,02;-0,02;-0,05;27,38;Mov00;Mov02;0,7461;FALSO
9,81;-0,01;2,43;-0,01;-0,02;-0,05;27,38;Mov00;Mov02;0,7461;FALSO
9,81;0;2,43;-0,01;-0,02;-0,05;27,38;Mov00;Mov00;0,8984;VERDADERO
9,81;0,05;2,49;-0,02;0,01;-0,04;27,37;Mov00;Mov00;0,8984;VERDADERO
9,81;0,02;2,53;-0,02;0,01;-0,04;27,38;Mov00;Mov00;0,8984;VERDADERO
9,79;0,02;2,53;-0,02;0,01;-0,04;27,38;Mov00;Mov00;0,8984;VERDADERO
9,76;0,02;2,59;-0,02;0,01;-0,04;27,37;Mov00;Mov00;0,8984;VERDADERO
9,76;0,03;2,6;-0,01;0;-0,05;27,38;Mov00;Mov02;0,7461;FALSO
